,w_star,method,gamma,N,expected_return,wasserstein_distance
18867,"[0.00000000e+00 0.00000000e+00 5.61445335e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.6800000003354,0.06425209236450705
18868,[0.        0.        0.3900959 0.6099041 0.       ],SAA,0.1,100,28.765821097737074,0.09178626706303253
18869,"[1.90974577e-11 2.01586209e-11 1.32980886e-01 8.67019114e-01
 2.64273844e-11]",SAA,0.1,200,28.70925579472032,0.011059737880817062
18870,"[8.96870572e-15 0.00000000e+00 1.97205492e-01 8.02794508e-01
 7.55020232e-15]",SAA,1.0,50,28.723385208343753,0.07888219698875154
18871,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.46944695e-15]",SAA,1.0,100,28.680000000000028,2.2593038551121933e-15
18872,"[0.00000000e+00 3.60822483e-16 0.00000000e+00 1.00000000e+00
 4.66293670e-15]",SAA,1.0,200,28.68000000000001,2.8921309791485325e-15
18873,"[5.31069882e-02 0.00000000e+00 0.00000000e+00 9.46893012e-01
 7.38992201e-16]",SAA,5.0,50,28.543515040355683,0.040650936748436034
18874,"[4.32875868e-01 1.56125113e-16 2.64545330e-16 5.67124132e-01
 6.07153217e-17]",SAA,5.0,100,27.56750901813271,0.1112566153485232
18875,"[5.01370825e-02 2.84494650e-16 0.00000000e+00 9.49862917e-01
 0.00000000e+00]",SAA,5.0,200,28.551147697877667,0.04183889900866748
18876,"[1.36385347e-12 5.40645306e-12 0.00000000e+00 1.00000000e+00
 1.02736430e-11]",SAA,0.1,50,28.68000000016282,0.06425209235921804
18877,"[2.59429746e-13 4.67378724e-13 2.20716394e-01 7.79283606e-01
 9.94358160e-13]",SAA,0.1,100,28.728557607649098,0.024034465434877392
18878,"[4.96262222e-11 5.15877814e-11 1.74168087e-01 8.25831912e-01
 6.37323582e-11]",SAA,0.1,200,28.718316978643827,0.005415142678226504
18879,"[2.33146835e-15 3.88578059e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000152,1.0547118733938987e-15
18880,"[2.63115988e-14 2.23139066e-14 4.41815478e-02 9.55818452e-01
 3.76458809e-14]",SAA,1.0,100,28.689719940523013,0.017672619133358707
18881,"[0.00000000e+00 8.32667268e-17 6.38378239e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000124,7.216449660063517e-16
18882,"[5.45985497e-01 4.34548231e-16 1.60802403e-01 2.93212100e-01
 0.00000000e+00]",SAA,5.0,50,27.312193802087318,0.1197120692712112
18883,"[1.60492153e-01 1.73472348e-17 0.00000000e+00 8.39507847e-01
 1.59594560e-16]",SAA,5.0,100,28.267535167064754,0.002303129133419555
18884,[0.4951888 0.        0.        0.5048112 0.       ],SAA,5.0,200,27.407364775599746,0.1361817892836175
18885,"[2.25836017e-12 7.82870990e-12 0.00000000e+00 1.00000000e+00
 1.51792467e-11]",SAA,0.1,50,28.680000000248764,0.06425209235675698
18886,"[1.60556893e-12 8.00931797e-12 4.73043910e-01 5.26956090e-01
 1.49423770e-11]",SAA,0.1,100,28.78406966015401,0.124965471746708
18887,"[3.51226544e-12 5.58534117e-12 2.54610187e-01 7.45389813e-01
 7.40284303e-12]",SAA,0.1,200,28.736014240976598,0.037591982259036025
18888,"[9.99200722e-16 0.00000000e+00 9.71445147e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.68000000000023,2.4980018054066017e-16
18889,"[0.00000000e+00 0.00000000e+00 1.22124533e-15 1.00000000e+00
 4.02455846e-15]",SAA,1.0,100,28.680000000000017,2.9365399001335386e-15
18890,"[1.66533454e-16 1.38777878e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.68000000000007,1.1879386363489174e-15
18891,"[8.32667268e-17 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.33066907e-16]",SAA,5.0,50,28.68000000000001,0.06189373202381727
18892,[2.9035427e-01 0.0000000e+00 0.0000000e+00 7.0964573e-01 5.6898930e-16],SAA,5.0,100,27.933789525328052,0.054247976096331085
18893,"[2.77555756e-17 1.38777878e-17 0.00000000e+00 1.00000000e+00
 7.14706072e-16]",SAA,5.0,200,28.679999999999996,0.061893732023817025
18894,"[6.71338858e-14 1.47803152e-12 8.43582029e-03 9.91564180e-01
 6.45758523e-13]",SAA,0.1,50,28.681855880454876,0.06087776424885015
18895,[0.         0.         0.20613886 0.79386114 0.        ],SAA,0.1,100,28.725350551435486,0.01820345199773838
18896,[0.         0.         0.18931666 0.81068334 0.        ],SAA,0.1,200,28.721649669041,0.011474573208883333
18897,"[6.38378239e-16 8.32667268e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000195,1.887379141862766e-16
18898,"[8.88178420e-16 0.00000000e+00 4.16333634e-16 1.00000000e+00
 3.46944695e-15]",SAA,1.0,100,28.680000000000007,2.8421709430404e-15
18899,"[1.44328993e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000152,6.550315845288422e-16
18900,"[7.07767178e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.08166817e-16]",SAA,5.0,50,28.680000000000003,0.06189373202381708
18901,"[5.41507679e-01 0.00000000e+00 1.12757026e-16 4.58492321e-01
 0.00000000e+00]",SAA,5.0,100,27.288325265606673,0.12150319647527466
18902,"[3.44669463e-01 0.00000000e+00 5.20417043e-18 6.55330537e-01
 0.00000000e+00]",SAA,5.0,200,27.794199479758213,0.07597405322782591
18903,"[3.06625111e-12 4.12975613e-12 7.65548656e-03 9.92344513e-01
 4.85651097e-12]",SAA,0.1,50,28.681684206998305,0.06118989773710218
18904,"[4.04525204e-13 0.00000000e+00 5.87351820e-02 9.41264818e-01
 3.54539567e-13]",SAA,0.1,100,28.69292174004621,0.04075801955227834
18905,[0.         0.         0.09750613 0.90249387 0.        ],SAA,0.1,200,28.701451350256164,0.02524963898699257
18906,"[8.60422844e-16 0.00000000e+00 5.27355937e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.68000000000007,1.2101430968414205e-15
18907,"[0.00000000e+00 1.19348975e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000156,5.162537064506977e-16
18908,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 8.04911693e-16]",SAA,1.0,200,28.680000000000025,1.371125435412068e-15
18909,"[2.08166817e-17 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.45209972e-16]",SAA,5.0,50,28.68,0.06189373202381722
18910,"[7.84441650e-01 1.63064007e-16 0.00000000e+00 2.15558350e-01
 7.97972799e-17]",SAA,5.0,100,26.66398495894172,0.02432960788929133
18911,"[2.82910773e-01 1.63064007e-16 0.00000000e+00 7.17089227e-01
 0.00000000e+00]",SAA,5.0,200,27.95291931375781,0.05127057711893683
18912,"[0.00000000e+00 0.00000000e+00 6.19693186e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.68000000039483,0.06425209236468757
18913,"[7.77572451e-13 2.45417575e-12 0.00000000e+00 1.00000000e+00
 4.67459405e-12]",SAA,0.1,100,28.680000000076685,0.06425209236201473
18914,[0.         0.         0.13864528 0.86135472 0.        ],SAA,0.1,200,28.71050196180822,0.008793980544548585
18915,[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0000000e+00 8.8817842e-16],SAA,1.0,50,28.680000000000028,1.3544720900426907e-15
18916,"[2.49800181e-16 1.66533454e-16 0.00000000e+00 1.00000000e+00
 6.10622664e-16]",SAA,1.0,100,28.68000000000001,1.548761119352093e-15
18917,"[0.00000000e+00 0.00000000e+00 3.16413562e-15 1.00000000e+00
 5.63438185e-15]",SAA,1.0,200,28.680000000000074,3.913536161803676e-15
18918,"[5.55111512e-17 0.00000000e+00 4.85722573e-17 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.680000000000003,0.061893732023817316
18919,"[2.22044605e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.680000000000007,0.06189373202381729
18920,"[2.16141741e-01 2.42861287e-17 1.63064007e-16 7.83858259e-01
 7.97972799e-17]",SAA,5.0,200,28.124515726742867,0.024562964202974154
18921,"[4.56749301e-11 5.33837895e-11 3.57703424e-02 9.64229657e-01
 7.13930164e-11]",SAA,0.1,50,28.687869474713366,0.0499439553735742
18922,"[2.02223972e-14 0.00000000e+00 5.41735731e-01 4.58264269e-01
 0.00000000e+00]",SAA,0.1,100,28.799181860881838,0.11905361529758485
18923,[0.         0.         0.33862918 0.66137082 0.        ],SAA,0.1,200,28.754498420928584,0.07119958025075271
18924,"[6.38378239e-16 4.16333634e-16 0.00000000e+00 1.00000000e+00
 1.38777878e-15]",SAA,1.0,50,28.680000000000035,1.754152378907747e-15
18925,[0.         0.         0.04415444 0.95584556 0.        ],SAA,1.0,100,28.689713976496005,0.01766177544295465
18926,"[0.00000000e+00 0.00000000e+00 5.16253706e-15 1.00000000e+00
 6.52256027e-15]",SAA,1.0,200,28.680000000000014,5.467848396278894e-15
18927,"[6.23826963e-01 2.11636264e-16 1.73472348e-16 3.76173037e-01
 0.00000000e+00]",SAA,5.0,50,27.076764706052245,0.08857548292594528
18928,[0.48466251 0.         0.08371725 0.43162024 0.        ],SAA,5.0,100,27.452835156718628,0.1442412657972859
18929,"[3.56494567e-01 5.12610787e-16 0.00000000e+00 6.43505433e-01
 0.00000000e+00]",SAA,5.0,200,27.763808963933215,0.08070409460136405
18930,"[1.11394011e-10 1.19281357e-10 1.33560746e-01 8.66439253e-01
 1.44127956e-10]",SAA,0.1,50,28.70938336285671,0.010827793794999369
18931,"[0.00000000e+00 1.24650290e-13 0.00000000e+00 1.00000000e+00
 8.02136135e-14]",SAA,0.1,100,28.680000000003,0.06425209236436702
18932,"[1.12175569e-12 3.81513355e-12 2.58430056e-01 7.41569944e-01
 6.89842506e-12]",SAA,0.1,200,28.7368546134578,0.03911993004379441
18933,"[3.83026943e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000323,8.215650382226159e-16
18934,[0.         0.         0.00132031 0.99867969 0.        ],SAA,1.0,100,28.680290467763882,0.0005281232043296169
18935,"[1.19348975e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 8.88178420e-16]",SAA,1.0,200,28.680000000000053,1.5043521983670868e-15
18936,"[3.48168140e-01 9.47592699e-17 7.38341679e-17 6.51831860e-01
 3.48570998e-16]",SAA,5.0,50,27.785207880078012,0.077373523995169
18937,[0.45644376 0.         0.06568907 0.47786717 0.        ],SAA,5.0,100,27.5213911372992,0.14695939975341682
18938,[0.16694236 0.         0.         0.83305764 0.        ],SAA,5.0,200,28.250958143359863,0.00488321064390918
18939,"[2.84783308e-12 7.75862707e-12 0.00000000e+00 1.00000000e+00
 1.40007173e-11]",SAA,0.1,50,28.680000000246558,0.06425209235697713
18940,"[0.00000000e+00 0.00000000e+00 5.33223465e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,100,28.680000000332605,0.06425209236460085
18941,"[1.95795823e-11 2.28131432e-11 2.21395373e-01 7.78604627e-01
 2.89535825e-11]",SAA,0.1,200,28.72870698175432,0.024306056780648136
18942,"[1.83186799e-15 0.00000000e+00 8.32667268e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.68000000000023,5.10702591327572e-16
18943,"[7.49400542e-16 7.77156117e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000053,1.4044321261508227e-15
18944,"[0.00000000e+00 0.00000000e+00 3.66373598e-15 1.00000000e+00
 3.71924713e-15]",SAA,1.0,200,28.680000000000074,3.40838468559923e-15
18945,"[2.67156777e-01 3.46944695e-17 1.12757026e-16 7.32843223e-01
 0.00000000e+00]",SAA,5.0,50,27.99340708429719,0.044968978591406986
18946,"[5.27355937e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.35308431e-16]",SAA,5.0,100,28.680000000000014,0.06189373202381722
18947,"[1.36474948e-01 2.51534904e-16 0.00000000e+00 8.63525052e-01
 2.08166817e-17]",SAA,5.0,200,28.329259384654527,0.007303752981719986
18948,[0.         0.         0.98267346 0.01732654 0.        ],SAA,0.1,50,28.896188162693345,0.0573214779437004
18949,"[6.65800397e-11 7.41640888e-11 1.02260835e-01 8.97739165e-01
 9.72328647e-11]",SAA,0.1,100,28.702497382755798,0.023347758492582995
18950,"[9.60199513e-13 6.46137460e-12 3.59729999e-01 6.40270001e-01
 1.21669340e-11]",SAA,0.1,200,28.75914059970177,0.07963990725216127
18951,"[4.44089210e-16 2.02615702e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000184,7.382983113757289e-16
18952,"[0.00000000e+00 2.22044605e-16 3.83026943e-15 1.00000000e+00
 5.21804822e-15]",SAA,1.0,100,28.680000000000085,4.052314039881821e-15
18953,"[1.44328993e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000206,2.9976021664879224e-16
18954,"[2.58296344e-01 6.97358837e-16 0.00000000e+00 7.41703656e-01
 0.00000000e+00]",SAA,5.0,50,28.01617839669574,0.04142480545544957
18955,"[0.00000000e+00 2.77555756e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.680000000000014,0.06189373202381741
18956,"[1.53751221e-01 0.00000000e+00 5.20417043e-17 8.46248779e-01
 2.35922393e-16]",SAA,5.0,200,28.284859363202635,0.0003932438063281509
18957,"[0.00000000e+00 0.00000000e+00 4.43850512e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.680000000307025,0.06425209236478133
18958,"[0.00000000e+00 0.00000000e+00 5.50876011e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,100,28.680000000333393,0.06425209236453547
18959,"[4.65882018e-13 3.43536881e-12 3.94963336e-01 6.05036664e-01
 6.85204859e-12]",SAA,0.1,200,28.766891933773767,0.09373324186363335
18960,"[2.49800181e-16 0.00000000e+00 2.99760217e-15 1.00000000e+00
 4.16333634e-15]",SAA,1.0,50,28.680000000000046,3.591571484662381e-15
18961,"[1.55431223e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000078,1.2101430968414205e-15
18962,"[3.05311332e-16 1.08246745e-15 7.49400542e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000195,5.384581669432009e-16
18963,[0.15200854 0.21439114 0.08602381 0.5475765  0.        ],SAA,5.0,50,27.564326012939503,0.11907566617066881
18964,"[3.74307922e-01 0.00000000e+00 0.00000000e+00 6.25692078e-01
 8.84708973e-17]",SAA,5.0,100,27.718028640251365,0.08782943680865554
18965,"[5.06473427e-01 3.64291930e-17 1.50920942e-16 4.93526573e-01
 0.00000000e+00]",SAA,5.0,200,27.378363293272166,0.1355168972792428
18966,"[1.80043934e-11 2.10285842e-11 1.28304663e-01 8.71695337e-01
 2.71742696e-11]",SAA,0.1,50,28.708227025629512,0.01293022713032889
18967,"[6.85423940e-13 1.16093246e-12 0.00000000e+00 1.00000000e+00
 2.74896772e-12]",SAA,0.1,100,28.680000000044526,0.06425209236302151
18968,"[8.86334321e-14 1.19273181e-13 3.95578193e-01 6.04421807e-01
 5.99159101e-13]",SAA,0.1,200,28.76702720247039,0.09397918487456008
18969,"[0.00000000e+00 4.44089210e-16 1.38777878e-15 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.68000000000001,1.7208456881689922e-15
18970,"[2.33146835e-15 1.27675648e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000206,1.0103029524088922e-15
18971,[0.0000000e+00 0.0000000e+00 8.8817842e-16 1.0000000e+00 0.0000000e+00],SAA,1.0,200,28.68000000000014,5.995204332975844e-16
18972,"[2.35808144e-01 0.00000000e+00 1.16035518e-01 6.48156338e-01
 7.51352106e-17]",SAA,5.0,50,28.099500883227666,0.07884373267936276
18973,"[0.00000000e+00 6.93889390e-17 5.20417043e-17 1.00000000e+00
 2.87964097e-16]",SAA,5.0,100,28.680000000000007,0.061893732023817254
18974,"[8.67361738e-18 0.00000000e+00 2.38524478e-17 1.00000000e+00
 0.00000000e+00]",SAA,5.0,200,28.680000000000007,0.06189373202381737
18975,"[0.00000000e+00 0.00000000e+00 9.21823728e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.680000000546176,0.06425209236452983
18976,[0.         0.         0.34468946 0.65531054 0.        ],SAA,0.1,100,28.755831683194707,0.07362369355736094
18977,[0.        0.        0.1989729 0.8010271 0.       ],SAA,0.1,200,28.723774045583816,0.015337066988805999
18978,"[0.00000000e+00 0.00000000e+00 1.11022302e-15 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.68000000000005,1.2545520178264266e-15
18979,"[4.16333634e-16 2.22044605e-16 7.77156117e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000096,1.071365218763276e-15
18980,"[1.66533454e-16 0.00000000e+00 3.88578059e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000128,6.661338147750938e-16
18981,[0.16368906 0.         0.09718275 0.7391282  0.        ],SAA,5.0,50,28.280699326658258,0.04245498932410299
18982,"[1.38777878e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.49800181e-16]",SAA,5.0,100,28.680000000000003,0.06189373202381725
18983,"[9.13939142e-02 0.00000000e+00 6.24500451e-17 9.08606086e-01
 2.15105711e-16]",SAA,5.0,200,28.44511764057095,0.025336166353925764
18984,"[0.00000000e+00 0.00000000e+00 5.78970205e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.680000000350287,0.06425209236454048
18985,"[1.52942841e-11 1.61824301e-11 1.66161789e-01 8.33838211e-01
 2.05360125e-11]",SAA,0.1,100,28.716555593388197,0.00221262324924198
18986,"[3.60672639e-11 3.84955408e-11 1.79127935e-01 8.20872065e-01
 4.78150105e-11]",SAA,0.1,200,28.71940814517839,0.007399081538769595
18987,"[0.00000000e+00 7.21644966e-16 2.22044605e-15 1.00000000e+00
 2.91433544e-15]",SAA,1.0,50,28.68000000000005,2.969846590872293e-15
18988,"[9.99200722e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.27675648e-15]",SAA,1.0,100,28.680000000000007,1.898481372109017e-15
18989,"[0.00000000e+00 0.00000000e+00 1.11022302e-16 1.00000000e+00
 4.44089210e-16]",SAA,1.0,200,28.68000000000003,1.3322676295501875e-15
18990,[0.59813442 0.         0.         0.40186558 0.        ],SAA,5.0,50,27.14279452984762,0.0988524983026591
18991,"[1.93355493e-01 0.00000000e+00 1.07552856e-16 8.06644507e-01
 0.00000000e+00]",SAA,5.0,100,28.183076381887233,0.015448465347820857
18992,"[2.40977206e-01 7.28583860e-17 0.00000000e+00 7.59022794e-01
 0.00000000e+00]",SAA,5.0,200,28.06068858144725,0.03449715024120274
18993,"[0.00000000e+00 3.60203140e-12 3.81116225e-01 6.18883775e-01
 8.10003093e-12]",SAA,0.1,50,28.76384556935722,0.0881943974661647
18994,"[0.00000000e+00 0.00000000e+00 4.54125626e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,100,28.680000000281556,0.06425209236456247
18995,"[0.00000000e+00 0.00000000e+00 3.94928534e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,200,28.68000000025114,0.06425209236458806
18996,"[0.00000000e+00 0.00000000e+00 3.33066907e-16 1.00000000e+00
 1.80411242e-15]",SAA,1.0,50,28.68000000000004,1.604272270583351e-15
18997,"[4.16333634e-16 2.22044605e-16 0.00000000e+00 1.00000000e+00
 4.41313652e-15]",SAA,1.0,100,28.67999999999999,3.030908857226677e-15
18998,"[1.24900090e-15 0.00000000e+00 5.55111512e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000035,1.5376588891058416e-15
18999,"[2.63258441e-01 0.00000000e+00 3.46944695e-17 7.36741559e-01
 2.87964097e-16]",SAA,5.0,50,28.003425805990833,0.043409644475664394
19000,[0.16553284 0.         0.         0.83446716 0.        ],SAA,5.0,100,28.254580594254094,0.004319405057262237
19001,"[2.01866463e-01 0.00000000e+00 4.16333634e-17 7.98133537e-01
 1.45716772e-16]",SAA,5.0,200,28.161203189140608,0.018852853323949287
19002,[0.         0.         0.28063482 0.71936518 0.        ],SAA,0.1,50,28.741739660165663,0.04800183499694884
19003,"[2.95999251e-13 8.44015656e-13 2.15924406e-01 7.84075594e-01
 1.72526967e-12]",SAA,0.1,100,28.727503372682875,0.022117670143119987
19004,"[1.48142609e-12 4.97027419e-12 0.00000000e+00 1.00000000e+00
 8.63664695e-12]",SAA,0.1,200,28.680000000147533,0.06425209235983383
19005,"[0.00000000e+00 1.99840144e-15 1.24900090e-14 1.00000000e+00
 4.71844785e-15]",SAA,1.0,50,28.68000000000018,7.327471962526033e-15
19006,"[0.00000000e+00 0.00000000e+00 1.22124533e-15 1.00000000e+00
 8.04911693e-16]",SAA,1.0,100,28.68000000000004,1.5820678100908477e-15
19007,"[1.13797860e-15 1.11022302e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000128,1.0491607582707727e-15
19008,[0.22151339 0.         0.         0.77848661 0.        ],SAA,5.0,50,28.11071058450513,0.026711624473443447
19009,"[0.00000000e+00 2.03734508e-16 1.44200224e-01 8.55799776e-01
 2.20451652e-16]",SAA,5.0,100,28.71172404938582,0.0042136422314430965
19010,"[4.54957363e-02 0.00000000e+00 1.35122630e-02 9.40992001e-01
 1.04083409e-17]",SAA,5.0,200,28.56604865544826,0.043695437484862175
19011,[0.         0.         0.74139615 0.25860385 0.        ],SAA,0.1,50,28.843107153726745,0.03918944688348107
19012,"[0.00000000e+00 1.44948113e-12 4.87202749e-01 5.12797251e-01
 3.03097914e-12]",SAA,0.1,100,28.787184604693465,0.13062900712354208
19013,[0.         0.         0.07049497 0.92950503 0.        ],SAA,0.1,200,28.695508893268844,0.03605410488289608
19014,"[1.66533454e-16 1.66533454e-16 0.00000000e+00 1.00000000e+00
 2.77555756e-15]",SAA,1.0,50,28.679999999999993,2.2981616609740736e-15
19015,"[0.00000000e+00 2.33146835e-15 0.00000000e+00 1.00000000e+00
 1.19348975e-15]",SAA,1.0,100,28.68000000000005,2.059463710679665e-15
19016,"[1.03104709e-15 4.14261884e-15 2.54290488e-02 9.74570951e-01
 1.67746444e-15]",SAA,1.0,200,28.685594390740338,0.01017161952794529
19017,"[0.00000000e+00 3.10515502e-16 0.00000000e+00 1.00000000e+00
 1.90819582e-16]",SAA,5.0,50,28.68,0.061893732023817226
19018,"[1.16059831e-01 1.21864324e-16 2.39052418e-02 8.60034927e-01
 1.33356867e-17]",SAA,5.0,100,28.3869853873296,0.015469799593361325
19019,"[2.79637415e-01 0.00000000e+00 2.60208521e-17 7.20362585e-01
 1.12757026e-16]",SAA,5.0,200,27.961331844308265,0.049961233842601815
19020,[0.         0.         0.23570418 0.76429582 0.        ],SAA,0.1,50,28.731854921932356,0.030029579738007496
19021,"[1.79294973e-12 4.34546161e-12 2.22633839e-01 7.77366161e-01
 7.77469632e-12]",SAA,0.1,100,28.728979444518785,0.024801443237699346
19022,"[2.11630459e-12 7.88698999e-12 3.75394331e-01 6.24605669e-01
 1.27796415e-11]",SAA,0.1,200,28.762586752832373,0.08590564023629518
19023,"[7.65010712e-15 3.10624299e-15 3.90932085e-02 9.60906791e-01
 6.00145410e-15]",SAA,1.0,50,28.688600505869996,0.015637283400095514
19024,"[0.00000000e+00 9.71445147e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000103,8.493206138382446e-16
19025,"[1.02695630e-15 3.05311332e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000074,1.088018564132653e-15
19026,"[8.32667268e-17 0.00000000e+00 1.63064007e-16 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.68000000000002,0.061893732023817385
19027,"[0.00000000e+00 0.00000000e+00 3.46944695e-17 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.680000000000046,0.061893732023817635
19028,"[2.24320916e-01 2.41126563e-16 0.00000000e+00 7.75679084e-01
 3.19189120e-16]",SAA,5.0,200,28.10349524506939,0.027834634502348223
19029,"[7.87092613e-13 2.81238921e-12 0.00000000e+00 1.00000000e+00
 4.70595785e-12]",SAA,0.1,50,28.680000000084053,0.06425209236191631
19030,"[9.69279363e-13 0.00000000e+00 1.34803441e-01 8.65196559e-01
 5.73244011e-13]",SAA,0.1,100,28.709656756940102,0.010330716102973224
19031,[0.         0.         0.07147036 0.92852964 0.        ],SAA,0.1,200,28.695723479201636,0.03566395025042032
19032,"[4.44089210e-16 1.24900090e-15 1.94289029e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000017,1.6875389974302375e-15
19033,"[2.12125415e-14 1.86800436e-14 5.26367332e-02 9.47363267e-01
 2.99167505e-14]",SAA,1.0,100,28.691580081304693,0.021054693281750865
19034,"[1.38777878e-15 0.00000000e+00 2.22044605e-15 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000387,1.1435297153639111e-15
19035,"[1.00000000e+00 0.00000000e+00 0.00000000e+00 1.66533454e-16
 0.00000000e+00]",SAA,5.0,50,26.110000000000003,0.0618937320238173
19036,"[2.10482490e-01 0.00000000e+00 0.00000000e+00 7.89517510e-01
 3.22658567e-16]",SAA,5.0,100,28.139060000158203,0.022299264060508833
19037,"[1.72924022e-01 2.53269627e-16 4.16333634e-17 8.27075978e-01
 0.00000000e+00]",SAA,5.0,200,28.235585264416315,0.007275876627342115
19038,[0.         0.         0.36094578 0.63905422 0.        ],SAA,0.1,50,28.75940807222488,0.08012621929822444
19039,[0.         0.         0.32417216 0.67582784 0.        ],SAA,0.1,100,28.751317875163863,0.06541677142082958
19040,"[1.22373677e-13 2.73070174e-13 3.14717050e-01 6.85282950e-01
 4.73150836e-13]",SAA,0.1,200,28.74923775110089,0.061634727839197184
19041,"[5.27355937e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.24820162e-15]",SAA,1.0,50,28.680000000000017,1.9984014443252814e-15
19042,"[4.44089210e-16 2.49800181e-16 1.94289029e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000096,1.0103029524088922e-15
19043,"[0.00000000e+00 0.00000000e+00 1.77635684e-15 1.00000000e+00
 4.35762537e-15]",SAA,1.0,200,28.680000000000067,2.9365399001335386e-15
19044,"[1.91877634e-01 4.99600361e-16 1.07552856e-16 8.08122366e-01
 0.00000000e+00]",SAA,5.0,50,28.186874481805777,0.014857321391625378
19045,"[1.61530290e-01 3.26128013e-16 1.04083409e-17 8.38469710e-01
 0.00000000e+00]",SAA,5.0,100,28.264867153548654,0.0027183841553812074
19046,"[7.14706072e-16 0.00000000e+00 6.07153217e-17 1.00000000e+00
 0.00000000e+00]",SAA,5.0,200,28.68000000000001,0.061893732023817115
19047,[0.         0.         0.56400419 0.43599581 0.        ],SAA,0.1,50,28.80408092101537,0.11014623363174571
19048,"[2.70727885e-13 7.98305866e-13 0.00000000e+00 1.00000000e+00
 1.56566426e-12]",SAA,0.1,100,28.680000000022837,0.06425209236360119
19049,"[1.52386161e-13 5.69924243e-13 2.32417204e-01 7.67582796e-01
 9.64103551e-13]",SAA,0.1,200,28.731131785207296,0.028714789293456177
19050,[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0000000e+00 2.1649349e-15],SAA,1.0,50,28.680000000000046,1.6431300764452314e-15
