,w_star,method,gamma,N,expected_return,wasserstein_distance
4576,"[1.07089667e-14 4.42110159e-15 5.56103200e-02 9.44389680e-01
 1.26388529e-14]",Bayesian,1.0,100,28.692234270400697,0.022244128000006642
4577,"[2.83106871e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200,28.680000000000074,1.7319479178564141e-15
4578,"[5.56323062e-01 6.53502859e-17 1.92411629e-01 2.51265309e-01
 7.07984019e-17]",Bayesian,5.0,50,27.292580289040004,0.11557704317618267
4579,[0.00942831 0.         0.03187359 0.9586981  0.        ],Bayesian,5.0,100,28.662781433099997,0.04914429602381731
4580,"[0.00000000e+00 0.00000000e+00 6.93889390e-18 1.00000000e+00
 1.80411242e-16]",Bayesian,5.0,200,28.680000000000003,0.06189373202381729
4581,"[1.73688778e-12 8.74923138e-12 3.40766745e-01 6.59233255e-01
 1.39085860e-11]",Bayesian,0.1,50,28.754968684502227,0.07205460564474658
4582,"[6.70802539e-12 7.53915354e-12 8.64623635e-02 9.13537637e-01
 9.69164769e-12]",Bayesian,0.1,100,28.69902173490955,0.02966714705963474
4583,"[2.35528264e-12 6.89942548e-12 0.00000000e+00 1.00000000e+00
 1.27755861e-11]",Bayesian,0.1,200,28.680000000544343,0.06425209236001644
4584,"[1.66533454e-16 0.00000000e+00 1.11022302e-16 1.00000000e+00
 2.33146835e-15]",Bayesian,1.0,50,28.680000000000064,1.6209256154564141e-15
4585,"[0.00000000e+00 1.11022302e-16 5.38458167e-15 1.00000000e+00
 8.96505092e-15]",Bayesian,1.0,100,28.680000000000376,3.980149542532653e-15
4586,"[5.55111512e-17 0.00000000e+00 9.43689571e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200,28.680000000000028,1.3766765505277219e-15
4587,"[1.82511585e-01 1.64798730e-17 1.95156391e-16 8.17488415e-01
 3.55618313e-17]",Bayesian,5.0,50,28.210945226550006,0.011110901976182721
4588,"[5.77593981e-01 2.37657116e-16 0.00000000e+00 4.22406019e-01
 5.72458747e-17]",Bayesian,5.0,100,27.19558346883001,0.10706867557618274
4589,"[7.72675307e-02 2.77555756e-17 0.00000000e+00 9.22732469e-01
 2.01227923e-16]",Bayesian,5.0,200,28.481422437497006,0.030986719683817363
4590,"[9.34891053e-13 4.63085126e-12 0.00000000e+00 1.00000000e+00
 8.75197137e-12]",Bayesian,0.1,50,28.680000000352774,0.06425209236155896
4591,[0.         0.         0.62698808 0.37301192 0.        ],Bayesian,0.1,100,28.817937377599996,0.08495267564959527
4592,[0.         0.         0.21673911 0.78326089 0.        ],Bayesian,0.1,200,28.727682604199998,0.02244355164959526
4593,"[1.72084569e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50,28.680000000000046,1.509903313856414e-15
4594,"[3.83026943e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100,28.6800000000001,1.931788061856414e-15
4595,"[0.00000000e+00 0.00000000e+00 1.66533454e-15 1.00000000e+00
 1.47104551e-15]",Bayesian,1.0,200,28.680000000000085,1.715294574132653e-15
4596,"[0.00000000e+00 0.00000000e+00 4.48859699e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,50,28.680000000000014,0.06189373202381725
4597,"[1.57639083e-01 1.31838984e-16 2.46330734e-16 8.42360917e-01
 9.36750677e-17]",Bayesian,5.0,100,28.274867556690015,0.0011619011761827627
4598,"[1.92854619e-01 0.00000000e+00 1.04083409e-16 8.07145381e-01
 4.16333634e-17]",Bayesian,5.0,200,28.18436362917,0.015248115576182705
4599,"[0.00000000e+00 0.00000000e+00 2.47254994e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,50,28.680000000071455,0.06425209236392801
4600,[0.         0.         0.00931535 0.99068465 0.        ],Bayesian,0.1,100,28.682049377,0.060525952364422514
4601,"[2.98805864e-13 2.76432260e-12 7.35278903e-01 2.64721097e-01
 5.06725660e-12]",Bayesian,0.1,200,28.841761358860015,0.04163634644796918
4602,"[1.66533454e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 5.55111512e-16]",Bayesian,1.0,50,28.680000000000017,1.4321877017677218e-15
4603,"[2.82604719e-14 3.18280009e-14 8.76846476e-02 9.12315352e-01
 4.75722595e-14]",Bayesian,1.0,100,28.699290611002688,0.035073859120022616
4604,"[5.11293237e-15 7.58517032e-15 1.48661296e-02 9.85133870e-01
 1.06236601e-14]",Bayesian,1.0,200,28.68327053704058,0.005946451920005759
4605,"[4.02455846e-16 1.04083409e-16 0.00000000e+00 1.00000000e+00
 2.53269627e-16]",Bayesian,5.0,50,28.68000000000002,0.0618937320238173
4606,"[8.32667268e-17 1.94289029e-16 2.08166817e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.680000000000014,0.06189373202381733
4607,"[3.42813499e-01 1.43114687e-16 0.00000000e+00 6.57186501e-01
 2.17707796e-16]",Bayesian,5.0,200,27.798969307570008,0.07523166757618276
4608,"[1.40357170e-12 4.41685577e-12 0.00000000e+00 1.00000000e+00
 8.42431680e-12]",Bayesian,0.1,50,28.680000000351694,0.06425209236157356
4609,"[0.00000000e+00 0.00000000e+00 6.32408015e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,100,28.680000000182766,0.0642520923631577
4610,"[1.67127423e-12 6.58681443e-12 0.00000000e+00 1.00000000e+00
 1.21414545e-11]",Bayesian,0.1,200,28.680000000503274,0.0642520923603426
4611,"[2.49800181e-16 6.10622664e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50,28.68000000000002,1.426636586643961e-15
4612,"[1.02695630e-15 3.05311332e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100,28.680000000000035,1.354472090532653e-15
4613,"[0.00000000e+00 3.05311332e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200,28.680000000000007,1.5154544285677218e-15
4614,"[5.53774791e-01 0.00000000e+00 8.45978164e-03 4.37765427e-01
 6.68085379e-16]",Bayesian,5.0,50,27.25865992876602,0.1165963515041828
4615,"[3.78419798e-01 0.00000000e+00 1.73472348e-17 6.21580202e-01
 1.43982049e-16]",Bayesian,5.0,100,27.707461119140003,0.08947418717618272
4616,"[5.55111512e-17 2.08166817e-17 0.00000000e+00 1.00000000e+00
 5.06539255e-16]",Bayesian,5.0,200,28.680000000000014,0.061893732023817226
4617,[0.         0.         0.03921582 0.96078418 0.        ],Bayesian,0.1,50,28.688627480399997,0.0485657643644225
4618,"[0.00000000e+00 4.94538276e-12 3.56239275e-01 6.43760725e-01
 9.35041952e-12]",Bayesian,0.1,100,28.758372640850773,0.0782436176467361
4619,"[0.00000000e+00 0.00000000e+00 5.57970337e-13 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,200,28.680000000016125,0.06425209236431093
4620,"[0.00000000e+00 0.00000000e+00 1.66533454e-16 1.00000000e+00
 4.55191440e-15]",Bayesian,1.0,50,28.680000000000113,2.0428103650564143e-15
4621,"[0.00000000e+00 0.00000000e+00 4.16333634e-16 1.00000000e+00
 3.99680289e-15]",Bayesian,1.0,100,28.680000000000106,1.970645868932653e-15
4622,"[0.00000000e+00 1.94289029e-16 0.00000000e+00 1.00000000e+00
 5.60662627e-15]",Bayesian,1.0,200,28.68000000000014,2.2482016240564145e-15
4623,"[1.10625076e-01 8.50014503e-17 5.03069808e-17 8.89374924e-01
 0.00000000e+00]",Bayesian,5.0,50,28.39569355468,0.017643701623817322
4624,"[0.00000000e+00 1.92554306e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.680000000000003,0.06189373202381729
4625,"[3.59521795e-01 0.00000000e+00 8.79287962e-17 6.40478205e-01
 0.00000000e+00]",Bayesian,5.0,200,27.756028986849998,0.08191498597618271
4626,[0.         0.         0.24767087 0.75232913 0.        ],Bayesian,0.1,50,28.734487591399997,0.03481625564959524
4627,"[1.22933302e-13 0.00000000e+00 5.37025040e-01 4.62974960e-01
 0.00000000e+00]",Bayesian,0.1,100,28.79814550880321,0.12093789164957068
4628,[0.         0.         0.01618283 0.98381717 0.        ],Bayesian,0.1,200,28.6835602226,0.05777896036442251
4629,"[4.44089210e-16 0.00000000e+00 8.32667268e-17 1.00000000e+00
 8.88178420e-16]",Bayesian,1.0,50,28.680000000000035,1.426636586603961e-15
4630,"[0.00000000e+00 0.00000000e+00 2.49800181e-16 1.00000000e+00
 4.82947016e-15]",Bayesian,1.0,100,28.680000000000124,2.1038726323326533e-15
4631,"[2.62074295e-14 2.36172634e-14 3.16076551e-03 9.96839234e-01
 3.93511170e-14]",Bayesian,1.0,200,28.68069535436123,0.001264306302018931
4632,"[2.52588184e-01 1.36175793e-16 4.68375339e-17 7.47411816e-01
 0.00000000e+00]",Bayesian,5.0,50,28.030848367120004,0.03914154157618273
4633,"[2.77555756e-17 5.55111512e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.680000000000003,0.061893732023817316
4634,"[0.00000000e+00 1.17961196e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,200,28.680000000000003,0.06189373202381731
4635,"[0.00000000e+00 0.00000000e+00 4.35040892e-13 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,50,28.680000000012573,0.0642520923643355
4636,"[4.22062124e-13 3.68470659e-12 4.84839712e-01 5.15160288e-01
 6.77089844e-12]",Bayesian,0.1,100,28.78666473690763,0.12968379244741973
4637,"[0.00000000e+00 2.48574697e-12 3.81783790e-01 6.18216210e-01
 4.31723952e-12]",Bayesian,0.1,200,28.763992433967058,0.08846142364823464
4638,"[0.00000000e+00 0.00000000e+00 4.41313652e-15 1.00000000e+00
 6.88338275e-15]",Bayesian,1.0,50,28.680000000000295,3.3473224181326535e-15
4639,"[5.27355937e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 6.93889390e-16]",Bayesian,1.0,100,28.68000000000003,1.4654943926439609e-15
4640,"[6.38378239e-16 4.16333634e-16 0.00000000e+00 1.00000000e+00
 7.21644966e-16]",Bayesian,1.0,200,28.680000000000046,1.565414464643961e-15
4641,"[2.49800181e-16 0.00000000e+00 2.77555756e-17 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,50,28.680000000000007,0.061893732023817274
4642,"[0.00000000e+00 1.31838984e-16 4.85722573e-17 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.680000000000003,0.0618937320238173
4643,"[4.23213403e-02 1.04083409e-16 0.00000000e+00 9.57678660e-01
 0.00000000e+00]",Bayesian,5.0,200,28.571234164033005,0.04496519596381734
4644,"[4.50618017e-11 4.53781883e-11 1.78207873e-01 8.21792127e-01
 5.41158350e-11]",Bayesian,0.1,50,28.71920573568907,0.007031056864488653
4645,"[6.23024042e-13 5.78780090e-12 4.53176289e-01 5.46823711e-01
 1.04209495e-11]",Bayesian,0.1,100,28.779698783994156,0.1170184232462289
4646,"[1.20656263e-12 2.55831467e-12 0.00000000e+00 1.00000000e+00
 5.64559510e-12]",Bayesian,0.1,200,28.680000000232507,0.06425209236254042
4647,"[0.00000000e+00 0.00000000e+00 7.77156117e-16 1.00000000e+00
 9.24260668e-15]",Bayesian,1.0,50,28.680000000000245,3.0919711235326535e-15
4648,"[5.55111512e-17 3.33066907e-16 0.00000000e+00 1.00000000e+00
 4.52415883e-15]",Bayesian,1.0,100,28.68000000000012,2.0705659417726533e-15
4649,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.91353616e-15]",Bayesian,1.0,200,28.680000000000096,1.9484414078564144e-15
4650,"[0.00000000e+00 0.00000000e+00 3.49720253e-15 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,50,28.6800000000001,0.061893732023816636
4651,"[1.08108043e-01 0.00000000e+00 4.51028104e-17 8.91891957e-01
 0.00000000e+00]",Bayesian,5.0,100,28.402162329490004,0.018650514823817323
4652,"[7.99237880e-02 1.35308431e-16 6.24500451e-17 9.20076212e-01
 8.32667268e-17]",Bayesian,5.0,200,28.47459586484001,0.029924216823817365
4653,"[1.01415058e-13 1.97956517e-12 3.12685156e-01 6.87314844e-01
 2.65184761e-12]",Bayesian,0.1,50,28.748790734436675,0.0608219700486487
4654,[0.         0.         0.30873402 0.69126598 0.        ],Bayesian,0.1,100,28.7479214844,0.05924151564959526
4655,"[3.18634115e-13 5.35655166e-12 5.37583961e-01 4.62416039e-01
 1.03618603e-11]",Bayesian,0.1,200,28.79826847181391,0.12071432324638784
4656,"[0.00000000e+00 0.00000000e+00 1.24900090e-15 1.00000000e+00
 4.38538095e-15]",Bayesian,1.0,50,28.680000000000142,2.2148949341326532e-15
4657,"[9.43689571e-16 3.88578059e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100,28.680000000000035,1.387778780843961e-15
4658,"[0.00000000e+00 4.71844785e-16 0.00000000e+00 1.00000000e+00
 7.32747196e-15]",Bayesian,1.0,200,28.680000000000188,2.6478819131326534e-15
4659,"[3.21217818e-01 0.00000000e+00 7.80625564e-17 6.78782182e-01
 0.00000000e+00]",Bayesian,5.0,50,27.85447020774,0.06659339517618271
4660,[0.22102169 0.         0.         0.77897831 0.        ],Bayesian,5.0,100,28.111974256699995,0.026514943976182703
4661,"[0.00000000e+00 4.16333634e-17 2.63677968e-16 1.00000000e+00
 5.20417043e-17]",Bayesian,5.0,200,28.680000000000007,0.06189373202381728
4662,[0.         0.         0.10475096 0.89524904 0.        ],Bayesian,0.1,50,28.703045211200003,0.02235170836442251
4663,"[6.45397363e-11 6.75444359e-11 1.46379314e-01 8.53620686e-01
 8.14917115e-11]",Bayesian,0.1,100,28.712203454438395,0.005700366793119917
4664,"[3.28737038e-13 9.77884440e-13 0.00000000e+00 1.00000000e+00
 1.94241845e-12]",Bayesian,0.1,200,28.680000000080202,0.0642520923637727
4665,[4.4408921e-16 0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00],Bayesian,1.0,50,28.68000000000001,1.4876988529677218e-15
4666,"[1.72084569e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 8.32667268e-16]",Bayesian,1.0,100,28.680000000000067,1.598721155732653e-15
4667,"[0.00000000e+00 0.00000000e+00 6.10622664e-16 1.00000000e+00
 8.07687250e-15]",Bayesian,1.0,200,28.680000000000213,2.8255175969326535e-15
4668,"[2.10429661e-01 1.76941795e-16 0.00000000e+00 7.89570339e-01
 3.12250226e-17]",Bayesian,5.0,50,28.139195771230003,0.022278132376182723
4669,"[1.11022302e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.680000000000003,0.06189373202381731
4670,"[0.00000000e+00 5.89805982e-17 0.00000000e+00 1.00000000e+00
 4.16333634e-17]",Bayesian,5.0,200,28.68,0.061893732023817316
4671,"[7.13318293e-14 9.18709553e-14 0.00000000e+00 1.00000000e+00
 3.10335091e-13]",Bayesian,0.1,50,28.68000000001168,0.0642520923643278
4672,[0.         0.         0.11517462 0.88482538 0.        ],Bayesian,0.1,100,28.7053384164,0.0181822443644225
4673,[0.        0.        0.0830395 0.9169605 0.       ],Bayesian,0.1,200,28.69826869,0.031036292364422492
4674,"[0.00000000e+00 0.00000000e+00 3.77475828e-15 1.00000000e+00
 4.91273688e-15]",Bayesian,1.0,50,28.680000000000227,2.825517596132653e-15
4675,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.55351296e-15]",Bayesian,1.0,100,28.68000000000006,1.676436767856414e-15
4676,"[4.16333634e-16 0.00000000e+00 2.22044605e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200,28.680000000000017,1.459943277443961e-15
4677,"[4.16333634e-17 1.49186219e-16 0.00000000e+00 1.00000000e+00
 1.21430643e-16]",Bayesian,5.0,50,28.680000000000007,0.061893732023817316
4678,"[5.55111512e-17 4.85722573e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.680000000000003,0.061893732023817316
4679,"[4.19975829e-02 1.70002901e-16 0.00000000e+00 9.58002417e-01
 1.52655666e-16]",Bayesian,5.0,200,28.572066209079008,0.04509469884381737
4680,"[5.75817172e-13 1.62442282e-12 0.00000000e+00 1.00000000e+00
 3.23024940e-12]",Bayesian,0.1,50,28.680000000134093,0.06425209236333641
4681,[0.         0.         0.04971108 0.95028892 0.        ],Bayesian,0.1,100,28.690936437599998,0.0443676603644225
4682,"[6.88514501e-12 7.91315411e-12 7.57641330e-02 9.24235867e-01
 9.35317530e-12]",Bayesian,0.1,200,28.69666810986542,0.03394643915959222
4683,"[0.00000000e+00 0.00000000e+00 3.88578059e-16 1.00000000e+00
 3.33066907e-16]",Bayesian,1.0,50,28.680000000000017,1.487698852843961e-15
4684,"[1.66533454e-16 0.00000000e+00 4.44089210e-16 1.00000000e+00
 2.33146835e-15]",Bayesian,1.0,100,28.680000000000074,1.676436766932653e-15
4685,"[3.03250838e-15 0.00000000e+00 1.50491606e-02 9.84950839e-01
 2.78815124e-15]",Bayesian,1.0,200,28.683310803860145,0.006019664320002248
4686,"[4.81087937e-01 1.50920942e-16 0.00000000e+00 5.18912063e-01
 0.00000000e+00]",Bayesian,5.0,50,27.443604001910003,0.1305414427761827
4687,"[2.98485824e-01 0.00000000e+00 3.29597460e-17 7.01514176e-01
 8.32667268e-17]",Bayesian,5.0,100,27.912891432320002,0.057500597576182706
4688,"[4.14648443e-01 1.64798730e-17 0.00000000e+00 5.85351557e-01
 3.00107161e-16]",Bayesian,5.0,200,27.614353501490008,0.10396564517618274
4689,[0.         0.         0.25314216 0.74685784 0.        ],Bayesian,0.1,50,28.7356912752,0.03700477164959526
4690,[0.         0.         0.32319543 0.67680457 0.        ],Bayesian,0.1,100,28.7511029946,0.06502607964959525
4691,"[3.75657593e-12 9.13599368e-12 3.12765372e-01 6.87234628e-01
 1.31797903e-11]",Bayesian,0.1,200,28.74880838248709,0.06085405644438077
4692,[4.4408921e-16 0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00],Bayesian,1.0,50,28.68000000000001,1.4876988529677218e-15
4693,"[2.16067077e-15 7.45515627e-15 3.58891064e-02 9.64110894e-01
 7.81629847e-15]",Bayesian,1.0,100,28.687895614880436,0.014355642480004566
4694,"[4.44089210e-16 3.60822483e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200,28.68000000000002,1.482147737843961e-15
4695,"[5.92444733e-01 0.00000000e+00 0.00000000e+00 4.07555267e-01
 1.38777878e-16]",Bayesian,5.0,50,27.15741703619,0.10112837477618271
4696,"[1.00036659e-16 8.25899831e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100,28.680000000000003,0.061893732023817316
4697,"[5.22905674e-01 0.00000000e+00 0.00000000e+00 4.77094326e-01
 4.37150316e-16]",Bayesian,5.0,200,27.33613241782001,0.12894399837618278
4698,[0.         0.         0.37934213 0.62065787 0.        ],Bayesian,0.1,50,28.763455268599998,0.08748475964959526
4699,"[4.95227954e-11 5.44324970e-11 1.21578631e-01 8.78421369e-01
 7.07420008e-11]",Bayesian,0.1,100,28.70674730319583,0.015620639985344211
4700,"[1.08821285e-12 3.81314424e-12 0.00000000e+00 1.00000000e+00
 7.25391969e-12]",Bayesian,0.1,200,28.680000000299945,0.06425209236199145
4701,"[0.00000000e+00 1.66533454e-16 0.00000000e+00 1.00000000e+00
 5.68989300e-15]",Bayesian,1.0,50,28.680000000000142,2.2704060850564143e-15
4702,"[7.49400542e-16 0.00000000e+00 3.83026943e-15 1.00000000e+00
 2.08166817e-15]",Bayesian,1.0,100,28.68000000000018,2.4202861925326533e-15
4703,"[0.00000000e+00 8.32667268e-16 0.00000000e+00 1.00000000e+00
 8.04911693e-16]",Bayesian,1.0,200,28.68000000000004,1.4932499682439609e-15
4704,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 4.48426019e-16]",Bayesian,5.0,50,28.68000000000001,0.06189373202381725
4705,"[1.71480468e-01 7.54604712e-17 1.68145458e-01 6.60374074e-01
 0.00000000e+00]",Bayesian,5.0,100,28.276287198000002,0.07395663837618266
4706,"[5.63669976e-02 0.00000000e+00 7.63278329e-17 9.43633002e-01
 0.00000000e+00]",Bayesian,5.0,200,28.535136804696002,0.03934693290381733
4707,"[9.95231675e-13 3.40960593e-12 0.00000000e+00 1.00000000e+00
 5.96753202e-12]",Bayesian,0.1,50,28.680000000256236,0.06425209236234804
4708,"[1.53699234e-13 1.19090668e-12 5.79508866e-01 4.20491134e-01
 2.59248571e-12]",Bayesian,0.1,100,28.80749195061672,0.10394436124880785
4709,"[8.66695338e-12 9.65843355e-12 1.63199154e-01 8.36800846e-01
 1.18776202e-11]",Bayesian,0.1,200,28.715903814636988,0.001027569243554643
4710,"[0.00000000e+00 0.00000000e+00 2.13717932e-15 1.00000000e+00
 5.27355937e-15]",Bayesian,1.0,50,28.680000000000188,2.570166302132653e-15
4711,[0.         0.         0.00857691 0.99142309 0.        ],Bayesian,1.0,100,28.681886920199997,0.0034307640000011755
4712,"[1.13797860e-15 9.99200722e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200,28.680000000000053,1.515454428532653e-15
4713,"[4.21623939e-01 3.04443970e-16 0.00000000e+00 5.78376061e-01
 0.00000000e+00]",Bayesian,5.0,50,27.59642647677001,0.10675584357618273
4714,"[4.60710727e-01 0.00000000e+00 1.16226473e-16 5.39289273e-01
 0.00000000e+00]",Bayesian,5.0,100,27.495973431610004,0.12239055877618271
4715,"[2.77555756e-17 4.85722573e-16 1.66533454e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,200,28.680000000000017,0.06189373202381726
4716,"[2.48399743e-12 4.29039305e-12 2.59696354e-01 7.40303646e-01
 5.29335089e-12]",Bayesian,0.1,50,28.73713319818101,0.039626449247181714
4717,"[5.27857768e-11 5.52130866e-11 2.25858999e-01 7.74141001e-01
 6.56116222e-11]",Bayesian,0.1,100,28.72968898413665,0.026091507270299588
4718,[0.         0.         0.29518449 0.70481551 0.        ],Bayesian,0.1,200,28.744940587800002,0.053821703649595265
4719,"[0.00000000e+00 0.00000000e+00 3.83026943e-15 1.00000000e+00
 3.16413562e-15]",Bayesian,1.0,50,28.680000000000188,2.4868995741326533e-15
4720,"[0.00000000e+00 0.00000000e+00 1.72084569e-15 1.00000000e+00
 2.99760217e-15]",Bayesian,1.0,100,28.68000000000012,2.031708136132653e-15
4721,[0.         0.         0.00916738 0.99083262 0.        ],Bayesian,1.0,200,28.682016823599998,0.003666952000001155
4722,"[3.64452489e-01 0.00000000e+00 0.00000000e+00 6.35547511e-01
 3.77302356e-17]",Bayesian,5.0,50,27.74335710327,0.0838872635761827
4723,[0.16318643 0.         0.05152033 0.78529324 0.        ],Bayesian,5.0,100,28.2719453475,0.023988971976182674
4724,"[9.99674451e-02 1.80411242e-16 0.00000000e+00 9.00032555e-01
 8.32667268e-17]",Bayesian,5.0,200,28.42308366896101,0.021906754003817364
4725,"[1.44508296e-13 5.21029322e-13 3.36838593e-01 6.63161407e-01
 8.68940114e-13]",Bayesian,0.1,50,28.75410449049792,0.07048334484928837
